aardvark mhanga
eyeball mboni
eye brow
eye nyusi
eye jicho
eyelash kope
eyelid kope
eyelids makope
eye pencil
eye mkahale
eye pencils
eye mikahale
eyesight taswira
eyes macho
fable hadithi
face elekea
face sura
face uso
face wajihi
faction mrengo
factory karakana
fade chujuka
faeces mavi
failure ushinde
fairy kichimbakazi
fairy tale
fairy hadithi
fairy ya
fairy vichimbakazi
faith imani
faith rajua
fake bandia
falcon kozi
fall anguka
fall anguko
fall down
fall anguka
fall maanguko
fallopian tube
fallopian futuza
Fallopian tube
Fallopian futuza
fallopian tubes
fallopian mafutuza
false statement
false zuri
fame fora
fame umaarufu
family familia
fan feni
fang chonge
fan kichocheo
fan pankta
fan shabiki
fans mashabiki
fantastic murua
fantasy fantasia
fare abiria
farewell alamsiki
far mbali
farmer mkulima
farming ukulima
farm shamba
Faroe Islands
Faroe Visiwa
Faroe vya
Faroe Faroe
fart -jamba
fart -shuta
fashon fashoni
faster mfunga
fast funga
fast haraka
fasting funga
fasting saumu
fast mfungo
fast saumu
fate hatima
fate majaliwa
fate riziki
father baba
Father baba
fatherhood ubaba
father in
father law
father babamkwe
father-in-law babamkwe
father mzee
fatigue uchovu
fat mafuta
fault hatia
favorite kipenzi
favorites vipenzi
favor upendeleo
favourite kipenzi
fax barua
fax meme
fax faksi
fear cha
fear hofu
fear kicho
fear ogopa
fear uwoga
fear woga
feases shonde
feast karamu
feast sikukuu
feather bawa
feather nyoya
feathers nyoya
february februari
February februari
fee ada
fee karo
feeling hisia
feet futi
female jike
female kike
female slave
female mjakazi
fences maua
fence ua
fennel mshamari
fennel shamari
fern mkangaga
ferret fereti
ferry feri
ferry kiperea
fertility rotuba
fertilizer mbolea
festival tamasha
fever harara
fever homa
fever joto
fez tarbushi
fianc e
fianc mchumba
fianc mchumba
fictional -a
fictional kubuniwa
field shamba
field uwanja
fifteen kumi
fifteen na
fifteen tano
fifth ya
fifth tano
fifty hamsa
fifty hamsini
fight vita
fig mtini
fig tini
fig tree
fig mkuyu
Fijian Mfiji
Fijians Wafiji
Fiji Fiji
file faili
file jalada
file majadala
file tupa
filling muhu
fillings muhu
fill mjazo
filter chuja
filter chunga
filter chungi
filter kichungi
filter paper
filter bushashi
filters vichungi
final fainali
final finali
finals mafainali
final step
final aheri
fine dust
fine kivumbi
fine faini
finger dole
finger kidole
finger millet
finger mbege
finger millet
finger mwimbi
fingernail kucha
fingernails makucha
finger print
finger alama
finger ya
finger kidole
finger prints
finger alama
finger za
finger vidole
finger sign
finger alama
finger ya
finger kidole
finger signs
finger alama
finger za
finger vidole
fingers vidole
finishing ukamilisho
Finland Ufini
Finnish Kifini
Finnish Kifinishi
Finnish Kifinlandi
Finnish Kifinlandia
Finnish Mfini
Finnish Wafini
Finn Mfini
Finn Mfinlendi
fire extinguisher
fire kizima
fire moto
firefighter mzimamoto
fireflies vimetameta
firefly kimetameta
fire kupiga
fire risasi
fire moto
fire nari
fires myoto
firewood kuni
fir mberoshi
first -a
first kwanza
first benefit
first limbuko
first benefits
first malimbuko
first born
first chudere
first born
first kifungua
first mimba
first born
first mwanambee
first borns
first wanambee
first kwanza
first uganda
first emperor
first kabaka
fish bone
fish kifuu
fish bones
fish vifuu
fisherman mvuvi
fishermen wavuvi
fishhook ndoana
fishhooks mandoana
fishing net
fishing jarife
fishing net
fishing nyavu
fishing nets
fishing majarife
fishing uvuvi
fish samaki
fish trap
fish dema
fishtrap vyero
fist ndumi
fist ngumi
fists mangumi
five tano
flag benbera
flag bendera
flamingo Flamingo
flamingo heroe
flashlight tochi
flask chupa
Flask chupa
Flask cha
Flask chai
flat ghorofa
flats maghorofa
flatulence vimbiwa
flavor ladha
flea kiroboto
flea kirobto
fleas viroboto
flesh bambua
flesh chembechembe
flesh jazia
flesh kinofu
flesh ngozi
flesh vinofu
flex kakamaa
flipper kikono
flock ng'ombe
flock tongo
flood gharika
flood mafuriko
floor sakafu
flour unga
flower bariki
flower chanua
flower flower
flower sitawi
flowers maua
flower ua
flow mkondo
flows mikondo
flow uteremkaji
fluke mkia
fluke wa
fluke nyangumi
fluorine florini
flute digali
flute filimbi
flute zumari
fly ball
fly nzi
flycatcher shore
flycatchers mashore
fly gari
fly kukimbia
fly kuruka
fly kurusha
fly mfano
fly wa
fly inzi
fly nzi
foam povu
fog ukungu
folder folda
fold fumba
folklore hadithi
folklore za
folklore kale
folktale hekaya
follow andama
follower mfuasi
followers wafuasi
follower wafauasi
follow fuata
followup fuatilia
fontanelle utosi
food chakula
food lishe
food mlo
food price
food bei
food ya
food chakula
food prices
food bei
food ya
food vyakula
foods milo
foods vyakula
food tray
food chano
food trays
food vyano
food viakula
fool fala
foolish in
foolish a
foolish game
foolish utobwe
foolish pite
fool juha
fool mjinga
fools mafala
fools majuha
fools wajinga
fool zuzua
footballer mwanasoka
footballers wanasoka
football kabumbu
foot futi
foot mgu
foot mguu
foot palm
foot kiganja
foot cha
foot mguu
foot palms
foot viganja
foot vya
foot miguu
footprint nyayo
footprints nyayo
footstep nyayo
footstool kibao
foot uwayo
foot wayo
force field
force ngao
force ya
force nishati
force kahari
force kahiri
force mabavu
forehead bapa
foreigner ajinabi
foreigners majinabi
foreign policy
foreign sera
foreign za
foreign kigeni
foreman mkadamu
foremen wakadamu
foreseers watabiri
fore skin
fore govi
forest msitu
forest porini
forests misitu
foreteller mbashiri
foreteller mtabiri
foretellers wabashiri
forever daima
forever milele
for example
for kwa
for mfano
forgetfulness chechele
forget sahau
forgiveness msamaha
forgive samehe
fork uma
for kwa
for kwani
form fomu
fornicator mzinzi
forty arbaini
forty arobaini
forty arubaini
foul breath
foul kimenomeno
foundation msingi
foundations misingi
founder mwingilizi
four nne
fourth ya
fourth nne
fox mbweha
fox mbweha
fox mwekundu
fox thalabu
fraction akisami
fraction tarakimu
frame fremu
France Ufaransa
francium fransi
francolin kwale
francolin kware
frankincense uvumba
fraud ghashi
fraud sakata
free bure
freedman huru
freedom uhuru
free huru
free of
free charge
free bure
free person
free wadinasi
free speech
free uhuru
free wa
free maoni
French horn
French baragumu
French ya
French kifaransa
french kifaransa
French Kifaransa
Frenchman Mfaransa
French Mfaransa
French Wafaransa
Frenchwoman Mfaransa
friday ijumaa
Friday Ijumaa
fridge friji
fridge jakuzi
fridges mafriji
friend akhi
friend mbasi
friend mwenzi
friend rafiki
friendship urafiki
friendship wenzi
friends marafiki
friends mayahe
friends wabasi
friends waenzi
friend yahe
fright babaiko
frighten ogofia
frighten ogofisha
frighten ogofya
fright pigano
frog chura
frogs vyura
from time
from to
from time
from mara
from kwa
from mara
fruit matunda
fruit shoga
fruits matunda
fruit tree
fruit mti
fruit wa
fruit matunda
fruit tunda
fry kaanga
fuck kutomba
full colon
full alama
full ya
full nuktambili
full colon
full alama
full za
full nuktambili
full expalnation
full kinaganaga
full jaa
full nzima
fullstop alama
fullstop ya
fullstop nukta
full stop
full kituo
full stop
full nukta
fullstops alama
fullstops za
fullstops nukta
full zima
functional group
functional kundi
funeral matanga
funeral maziko
funeral mazishi
fun fani
fungi vidudu
fungus kidudu
funny ucheshi
fur manyoya
furniture fanicha
furniture samani
furthermore aidha
further pofu
fur unyoya
Gabonese Kigaboni
Gabonese Mgaboni
Gabonese Wagaboni
Gabon Gaboni
galago komba
galan galoni
gallon galoni
Gambia Gambia
Gambian Mgambia
Gambians Wagambia
gambling kamari
game mchezo
gams fizi
gam ufizi
gam utenzi
gang genge
gangs magenge
gangstar jambazi
gangstar pwaguzi
gangstars majambazi
gangster jangili
gangsters majangili
gap mwanya
garage gereji
garages magereji
garbage can
garbage pipa
garden bustani
garden kore
Garden of
Garden Eden
Garden bustani
Garden ya
Garden Edeni
garden shamba
gardens makore
garlic kitunguu
garlic saumu
garlic saumu
garlic somu
garlic thumu
gas gesi
gas giant
gas pandikizi
gas la
gas gesi
gasoline petroli
gatekeeper bawabu
gate lango
gate way
gate lango
gather kutanika
gauge geji
gay basha
gay man
gay basha
gay msenge
gay shoga
Gaza Gaza
Gaza Strip
Gaza ukanda
Gaza wa
Gaza Gaza
gazelle swala
gazelle swara
gaze pumbao
gecko mjusi
gecko kafiri
geezer kikaramba
geezer manaume
geezers vikaramba
Gemini Jauza
Gemini Mapacha
gem johari
gender jinsia
general jenerali
general jumla
general majenerali
generals majenerali
generation enzi
generation kizazi
generator jenereta
generosity ukarimu
generous karimu
generous person
generous mkarimu
generous ukarimu
Genesis Mwanzo
geneticist mtaalamu
geneticist wa
geneticist chembe
geneticist za
geneticist urithi
geneticist mwanajenetiki
genet kanu
genie jini
genie kijini
genius werevu
genocide amaharu
genus jenasi
geographer mwanajiografia
geography jiografia
geology jiologia
geology jiolojia
geometry jiometri
geometry jiometria
Georgia Jojia
Georgian Mjojia
Georgians Wajojia
gerenuk swala
gerenuk twiga
German Democratic
German Republic
German Jamhuri
German ya
German Kidemokrasia
German ya
German Kijerumani
Germanic -a
Germanic Kijerumaniki
Germanic Kijerumaniki
Germanic Mjerumaniki
German kijerumani
German Mjerumani
Germans Wajerumani
Germany Ujerumani
get agree
get kereka
get out
get nenda
get pata
get up
get ondoka
get used
get zoea
get wahi
geyser gaiza
Ghana Ghana
Ghanaian Kighana
Ghanaian Mghana
ghee samli
ghost jini
ghost mzuka
ghosts majini
ghosts mizuka
giant anteater
giant mhanga
giant mkubwa
giant babe
giant jitu
giant njemba
giant pandikizi
giant petrel
giant kwazi-bahari
giants mapandikizi
Gibraltar Gibraltar
Gibraltarian Mjibralta
Gibraltarians Wajibralta
Gibraltar Jibralta
gift kipawa
gift zawadi
ginger beer
ginger tangawizi
ginger mtangawizi
ginger tangawizi
gin jini
ginkgo ginko
ginkgo mginko
giraffe twiga
Giraffidae familia
Giraffidae ya
Giraffidae twiga
girlfriend chuma
girlfriend kimwana
girlfriend mpenzi
girlfriend shoga
girl msichana
girl mwari
girls wasichana
Gita Gita
giter gitaa
give birth
give zaa
give kupa
given fulani
give pea
giver mpaji
glasses magilasi
glasses maglasi
glass gilasi
glass glasi
glitter kimeto
glitters vimeto
glob globu
glove glavu
glove glovu
gloves maglovu
glue gamu
glue gluu
glue gundi
glutton mlafi
glutton mroho
gluttons walafi
glutton walafi
gnu mbogo
gnu nyumbu
goal area
goal kimiani
goal bao
goalkeeper beki
goal keeper
goal golikipa
goalkeeper kipa
goal keeper
goal mlinda
goal lango
goal keepers
goal walinda
goal lango
goalpost goli
goals mabao
goat mbuzi
go away
go ondoka
go back
go rejea
go back
go rudi
goblin zimwi
God Allah
god bwana
God Jalali
godly uungu
god mabwana
god mungu
God mungu
God Mungu
God Rabana
god rabi
god rahimu
gods creation
gods kiumbe
gods cha
gods mungu
gods creations
gods viumbe
gods vya
gods mungu
go gura
gold dhahabu
golden eagle
golden tai-mfalme
golden eagle
golden tai
golden wa
golden dhahabu
gold translations
gold dhahabu
golf gofu
gonorrhea kisonono
gonorrhea sekeneko
good afternoon
good masalkheri
goodbye baibai
goodbye kwaheri
goodbye majaliwea
goodbye tuonane
goodbye tena
good care
good malezi
good bora
good day
good habari
good za
good leo
good day
good habari
good za
good mchana
good evening
good habari
good ya
good jioni
good luck
good chumu
goodluck heri
good luck
good kila
good la
good kheri
good manners
good nidhamu
good mazuri
good mema
good morning
good habari
good ya
good asubuhi
good morning
good sabalkheri
good morning
good subulkheri
good mzuri
goodness hasamati
goodness uzuri
goodness wema
good news
good bishara
good night
good alamsiki
good night
good usiku
good mwema
good place
good pema
goods bidha
goods bidhaa
goods mali
good tidings
good buheri
good uzuri
goose bata
goose bukini
gooseberry tunda
gooseberry bukini
gorilla ngagi
gosh ka
gospel injili
gossip fakachi
gossip fitina
gossip sabasi
gossip tetesi
gossip uchochezi
gossip udaku
gossip umbea
gossip usabasi
gourd kuzi
gourds makuzi
governess mlezi
government serikali
governor gavana
governor liwali
gown gauni
grace fadhila
grace neema
grade kidato
grain kilo
grain lisha
grain nafaka
gram gramu
grammarian mwanasarufi
grammar sarufi
gramme gramu
gramophone gramafoni
granaries maghala
granary ghala
grandchild mjukuu
grandchildren wajukuu
grandfather babu
grandmother bibi
grandmother nyanya
granny bikizee
grapefruit balungi
grapefruit mbalungi
grape mzabibu
grapes mizabibu
grapevine mzabibu
grapevines mizabibu
grape zabibu
grape zambarau
graph jedwali
grasshopper panzi
grass nyasi
grass unyasi
grate kuna
gratitude shukrani
gratitude ushukuru
grave kaburi
graveyard makaburi
gravity graviti
gray hair
gray mvi
gray kijivu
grease girisi
grease grisi
greatgrandchild kitukuu
grebe kibisi
Greece Ugiriki
greediness pupa
greed tamaa
greed uroho
Greek Kigiriki
Greek Mgiriki
Greeks mgriki
Greeks Wagiriki
green chanikiwiti
green chanikwiti
green grams
green dengu
green grams
green plant
green mdengu
green grams
green plants
green midengu
green kijani
green kijani
green kibichi
Greenlander Mgrinlandi
Greenlanders Wagrinlandi
Greenland Grinlandi
Greenlandish Kigrinlandi
green mamba
green hongo
green pepper
green pilipili
green tamu
green pigeon
green ninga
greet amkia
greeting maamkizi
greeting salamu
greetings maamkuzi
Grenada Grenada
Grenadean Mgrenada
Grenadeans Wagrenada
Grenadian Kigrenada
Grenadian Mgrenada
grey kijivu
grid chati
grief ghamu
grieve huzunika
griffin grifoni
grill uma
grind saga
grindstone cherehe
gross national
gross product
gross jumla
gross ya
gross pato
gross la
gross taifa
group kaumu
group kikundi
group kundi
group makundi
groups makundi
groups vikundi
grow kua
grow kukuza
grow kuza
growth ukuaji
guard askari
guard chunga
guard linda
guard mlinzi
guards maaskari
guard walinzi
Guatemala Guatemala
Guatemala Gwatemala
Guatemalan Kigwatemala
Guatemalan Mgwatemala
Guatemalans Wagwatemala
guava mpera
guava pera
guavas mapera
guava tree
guava mpera
guava trees
guava mipera
guest mgeni
guideline kielelezo
guide mwelekezi
guides waelekezi
guilt hatia
Guineabesau Mginebisau
Guineabesau Waginebisau
Guinea Bissau
Guinea Ginebisau
Guinea-Bissau Ginebisau
guinea fowl
guinea kanga
guineafowl kanga
guinea fowl
guinea kororo
guineafowls machepeo
guineafowls makanga
guineafowls vicheleko
Guinea Gine
Guinean Kigine
Guinean Mgine
Guineans Wagine
guitar gitaa
guitar Gitaa
Gujarati kigujarati
Gujarati Kigujarati
gulf ghuba
Gulf of
Gulf Guinea
Gulf Ghuba
Gulf ya
Gulf Guinea
gum arabic
gum sandarusi
gun bunduki
gunpowder baruti
Guyana Guyana
Guyanese Kiguyana
Guyanese Mguyana
Guyanese Waguyana
habit desturi
habit hulka
habit mazoea
habit zoevu
Hades Hade
Hades Hadesi
Hades kuzimu
hair dresser
hair msusi
hair nywele
hair unywele
Haitian Kihaiti
Haitian Mhaiti
Haitians Wahaiti
Haiti Haiti
hajj haji
hajji alhaji
hajji haji
halal halal
halal halali
half cast
half chotara
half cast
half shombe
half casts
half machotara
half casts
half mashombe
half coat
half kizibao
half diging
half fork
half kiserema
half nusu
half past
half saa
half saba
half na
half nusu
hallo shikamoo
halls kumbi
halyard jarari
ham hemu
hammer nyundo
handball mpira
handcuff pingu
handicap kilema
handicaps vilema
hand in
hand hand
hand andamana
handkerchief leso
handle mpini
hand of
hand a
hand clock
hand akrabu
hand ya
hand saa
hand over
hand kabidhi
hands of
hands clocks
hands akrabu
hands za
hands saa
hangover chelewa
hangovers machelewa
happen jiri
happen matukiyo
happen tokea
happen tukia
happen tukiyo
happiness raha
happiness ukunjufu
happy birthday
happy Pongezi
happy kwa
happy siku
happy ya
happy kuzaliwa
happy New
happy Year
happy Heri
happy Za
happy Mwaka
happy Mpya
haram haramu
harbor bandari
hardcore kokoto
hard drive
hard kiendeshi
hard diski
hard kuu
hard gumu
hard ngumu
hardship ghamu
hardships maghamu
hard sugu
hard times
hard wakati
hard mgumu
hard work
hard bidii
hare sungura
harm dhara
harm dhuru
harmonica kinanda
harmonica cha
harmonica mdomo
harp kinubi
harsh mkali
hartebeest kongoni
harvest vuna
haste makes
haste waste
haste haraka
haste haraka
haste haina
haste baraka
hat chapeo
hat chepeo
hate chuki
hate kuchukia
hat kofia
hat pama
hatred chuki
Hausa Kihausa
Hausa Mhausa
Hawaiian -a
Hawaiian Kihawai
Hawaiian Kihawai
Hawaiian Mhawai
hawker mchuuzi
hawk kipanga
hay majani
hay makavu
hay ukoko
hay mkwavu
hazel mhazeli
head kichwa
headline taarifa
head man
head jumbe
head mkuu
head office
head makao
head makuu
head rasi
headscarf buibui
heads vichwa
heads wakuu
head teacher
head mwalimu
head mkuu
healer tabibu
healing kuponya
heal nafuu
health afya
heap rundo
hear sikia
heart attack
heart mshtuko
heart wa
heart moyo
hearth meko
heart mioyo
heart moyo
heart mtima
heart shape
heart kopa
heart shapes
heart makopa
hearts kopa
hearts mioyo
hearts moyo
heat harara
heat joto
heat rash
heat harara
heaven mbingu
heaven mbinguni
heavens mbingu
heavy uzito
heavy -zito
hectare hekta
hedgehog kalunguyeye
heel kisigino
heels visigino
heifer mbarike
heifer mtamba
heifers mitamba
height urefu
heir mrithi
heirs warithi
helicopter helikopta
helium heliamu
hell jehanamu
hello jambo
hello salaam
helmeted guineafowl
helmeted chepeo
helmet helmeti
helmet kofia
helmet ya
helmet chuma
helper msaidizi
help kusaidia
help msaada
hemoglobin hemoglobini
hemp bangi
henceforth tokea
henceforth sasa
hen droppings
hen mavi
hen ya
hen kuku
hen kuku
hen mwera
hen tembe
Hephaestus Hefesto
hep of
hep waste
hep kifusi
Heracles Herakle
Hera Hera
herbal medicine
herbal mwarubaini
herbivore mla-mimea
herb mti
herb shamba
Hercules Hekyulizi
Hercules Herkule
herd kundi
herdsman mchungaji
herdsmen wachungaji
here and
here there
here huko
here na
here huko
hermaphrodite huntha
Hermes Herme
heroism ushakii
heroism ushujaa
heron koikoi
hero shujaa
herpes tego
he yeye
Hezbollah Hezbollah
hiccup kwikwi
hickory mkarya
hickory ubao
hickory wa
hickory mkarya
hidden acts
hidden nyerereza
hide container
hide kiriba
hide containers
hide viriba
hide jificha
hide out
hide mede
hide outs
hide mamede
high seas
high majimakuu
highway baraste
hi habari
hijab hijabu
hi jambo
Hijra hijra
hill kilima
hillock kilima
hinder kinga
hinder kinza
hinder pinga
hinder zuia
Hindi Kihindi
hindrance kikwazo
Hinduism Uhindu
Hindu Mhindu
hinterland rala
hinterlands marala
hip nyonga
hippo kiboko
Hippopotamidae familia
Hippopotamidae ya
Hippopotamidae kiboko
hippopotamus kiboko
hippos viboko
hip unyonga
hi salaam
his chake
his or
his hers
his yake
historian mwanahistoria
history historia
hive mzinga
hives mizinga
HIV UKIMWI
HIV virus
HIV vinavyosababisha
HIV VVU
hoard hodhi
hoe jembe
holder kamata
holders makamata
hold falka
hold of
hold ship
hold falka
hold shika
hole lindi
hole shimo
holes malindi
holes mashimo
holiday likizo
holiday sikukuu
holiday siku
holiday kuu
Holland Uholanzi
holy people
holy watakatifu
holy person
holy mtakatifu
Holy Spirit
Holy Roho
Holy Mtakatifu
holy takatifu
home makazi
home nyumbani
home stead
home boma
homestead kaya
homework kudurusu
homophobia ubaguzi
homophobia wa
homophobia mashoga
homosexuality ushoga
homosexual man
homosexual msenge
homosexual shoga
Honduran Kihondurasi
Honduran Mhondurasi
Hondurans Wahondurasi
Honduras Hondurasi
honest halali
honey asali
honey badger
honey nyegere
honeyguide kiongozi
honey uki
Hong Kong
Hong Hong
Hong Kong
honorarium honoraria
honorificabilitudinitatibus heshimiwa
honourable janabi
honour hadhi
-hood u-
hook ndoaro
hook ndowani
hook ndowano
hooks mandowani
hooks mandowano
hooliganism ujambazi
hope azimio
hope matumaini
hope tumaini
horn baragumu
hornbill barabara
hornbill fimbi
horn pembe
horny nyege
horse farasi
hospital hopitali
hospital hospitali
hospitals mahospitali
hostel hosteli
hostility uadui
hotel hoteli
hour saa
hours masaa
house baiti
house boy
house boi
house nyumba
houses mabaiti
how are
how you
how hujambo
how do
how you
how pronounce
how this
how word
how unatamkaje
how neno
how hili
how do
how you
how say
how in
how English
how unasemaje
how kwa
how Kiingereza
how je
how jinsi
how many
how ngapi
how namna
hub vitovu
hug kumbatio
human being
human binadamu
human being
human mwanadamu
human beings
human wanadamu
human binadamu
humane utu
human rights
human haki
human za
human kibinadamu
human uja
human waste
human mavi
human ya
human mtu
humble people
humble wamanyavu
humble people
humble wapole
humble person
humble mnyamavu
humble person
humble mpole
humidity unyevuanga
humpback whale
humpback nyangumi-kibyongo
hump nundu
hunch back
hunch kibyongo
hunch backs
hunch vibyongo
hundred mia
hung anika
Hungarian Mhungaria
Hungarians Wahungaria
Hungary Hungaria
hunger njaa
hunger unenge
hunger utapiamo
hung man
hung chakari
hunter helper
hunter gambera
hunter mkaa
hunter mrumba
hunter msasi
hunter mwindaji
hunters wakaa
hunters warumba
hunters wawindaji
hunting uwindaji
hunting uwindo
hunt kuwinda
hurricane kimbunga
hurricanes matufani
hurricane tufani
hurry ajila
hurry arubii
hurt kilemba
husband mume
husks kumvi
husk ukumvi
hyacinth hiakintho
hyacinth yasintho
hydrogen hidrojeni
hyena fisi
hymen kizinda
hymn wimbo
hyper utundu
hypocrisy unafiki
hypocrite kabwela
hypocrites makabwela
hyrax kwanga
hyrax pelele
hyrax pimbi
hyraxs makwanga
hyrax wibari
ibis kwarara
ibis makwarara
Iblis Ibilisi
ice barafu
ice cream
ice aiskrimu
Iceland Aisilandi
Icelander Mwaisilandi
Icelander Mwisilandi
Icelander Waaisilandi
Icelandic Kiaisilandi
Icelandic Mwaisilandi
Icelandic Waisilandi
Idd Idi
idea wazo
identity card
identity kitambulisho
identity cards
identity vitambulisho
idiot kichwamaji
idiot mjinga
idiots vichwamaji
idle zembea
Ido Kiido
idol sanamu
I don't
I eat
I meat
I huwa
I sili
I nyama
I don't
I eat
I pork
I sili
I nyama
I ya
I nguruwe
I don't
I know
I sijui
I don't
I speak
I English
I sisemi
I Kiingereza
I don't
I understand
I sielewi
if ikiwa
if kama
Igbo Kiigbo
ignorance ujinga
ignore puuza
I have
I AIDS
I nina
I Ukimwi
iligoal sect
iligoal kundi
iligoal haramu
illegal haramu
illegal immigrant
illegal mhamiaji
illegal haramu
illegal immigrants
illegal wahamiaji
illegal haramu
ill -
ill gonjwa
illness ugonjwa
illusion mpagao
I love
I you
I nakupenda
I love
I you
I ninakupenda
image sura
imaginary -a
imaginary kubuni
imagination ubunifu
imam imamu
I'm a
I'm Muslim
I'm mimi
I'm ni
I'm Mwislamu
I'm bleeding
I'm ninavuja
I'm damu
I'm blind
I'm mimi
I'm ni
I'm kipofu
I'm fine
I'm freshi
I'm fine
I'm njema
I'm fine
I'm nzuri
I'm fine
I'm poa
I'm fine
I'm safi
I'm fine
I'm sijambo
I'm fine
I'm vyema
imitate kuiga
immigration uhamisho
immoral fasiki
immorals wafasiki
immortal asiyekufa
immortality hali
immortality ya
immortality kutokufa
impala pala
impala swala
implement tekeleza
importance umuhimu
important issues
important maswala
important nyeti
important muhimu
impotent thori
imprison funga
improve boresha
inability to
inability speak
inability well
inability utasi
inadequate pungufu
incase endapo
incense ubani
incense uvumba
inch inchi
incite hamasisha
inclusion jumuisho
income mapato
in common
in shirika
independent distributor
independent mgavi
independent anayejitegemea
India Hindi
India India
Indian almond
Indian mkungu
Indianapolis Indianapolis
Indian Mhindi
Indian Ocean
Indian Bahari
Indian ya
Indian Hindi
Indians Wahindi
India Uhindi
indigence ufukara
Indonesia Indonesia
Indonesian Mwindonesia
Indonesians Waindonesia
industry kiwanda
I need
I nahitaji
infant mtoto
infant mchanga
infants watoto
infants wachanga
infant watoto
infant wachanga
infection ambukizi
infect wiche
inflation mfumuko
inflation wa
inflation bei
inform arifu
information habari
information ujumbe
inform pasha
in front
in mbele
in front
in of
in you
in face
in machoni
inhabitant mwenyeji
inheritance mirathi
inheritance uridhi
inheritance urithi
inherit ridhi
inhibitor kiviza
inhibit zuia
inhuman kaini
initially mwanzo
inject dunga
injector injekta
injuries majeraha
injuries majiraha
injury afa
injury jeraha
injury jiraha
injustice dhuluma
in kwa
ink wino
in-law mkwe
in-law shemeji
inlaw shemeji
inlaws mashemeji
innkeeper mwenye
innkeeper nyumba
innkeeper ya
innkeeper wageni
inpatient tututo
insanity wehu
insecticide dawa
insecticide ya
insecticide wadudu
insect mdudu
insect wadudu
insensitive person
insensitive chepe
inshallah inshallah
inshallah Mungu
inshallah akipenda
inside ndani
insignificant kikorokoro
insist shinikizo
insist sisitiza
insolent person
insolent fedhuli
inspection msako
inspections misako
inspection speksheni
inspection uchunguzi
inspection ukaguzi
inspect kagua
inspector inspekta
inspector kachero
inspector mkaguzi
inspector mpelelezi
inspectors makachero
inspectors wakaguzi
inspectors wapelelezi
inspect usoro
instant sasa
institution chuo
institutions mataasisi
institutions vyuo
institution taasisi
instruction agizo
instruction elezo
instruction magizo
instruction shauri
instructions maagizo
instructions maelezo
instructions mashauri
instructions nadharia
instrument ala
instrument chombo
insulting words
insulting varanga
insult matusi
insults matusi
insult tukana
insult tusi
insurance bima
integrity uadilifu
intelligent akili
intentional makusudi
intention azma
intention gharadhi
intention nia
intercourse ngono
intercourse uhusiano
interest maslahi
interest riba
interfere kinga
interfere kinza
interim kaimu
interjection kihisishi
interjection kiingizi
intermediary walanguzi
international kimataifa
international news
international taarifa
international za
international kimataifa
Internet intaneti
interpretation tafsiri
interpretation ufasiri
interpreter mkalimani
interrogate hoji
interruption hitilafu
interrupt katiza
interview mahojiano
intestine utumbo
in the
in past
in katika
in wakati
in uliopita
intonation kiimbo
intonations viimbo
introduction dibaji
introduction utangulizi
invent buni
invention uvumbuzi
invertebrate wasouti
investigate chunguza
investigate dadisi
investigate ukale
investigator mchunguzi
investigators wachunguzi
investment uwekezaji
investor mwekezaji
investors waekezaji
invest wekeza
invisibility hali
invisibility ya
invisibility kutoonekana
Invisible Pink
Invisible Unicorn
Invisible Pembemoja
Invisible Asiyeonekana
Invisible wa
Invisible Pinki
invisible -si-onekana
invitation mwaliko
invoice ankra
iodine aidini
iranian ajemi
Iranian Kiajemi
Iranian Mwajemi
Iranian Mwirani
Iranians Wairani
Iran Irani
Iran Uajemi
Iraqi Kiiraki
Iraqi Mwiraki
Iraq Iraki
Iraqis Wairaki
Ireland Ayalandi
iris airisi
Irishman Mwayalandi
Irishman Mweire
Irish Mwayalandi
Irish Wayalandi
iron box
iron pasi
iron chuma
iron pasa
ironsheet bati
iron sheets
iron mabati
irons man
irons mhunzi
ironware chuma
irony kejeli
isha isha
Islamic festive
Islamic zafa
islamic kiislamu
Islamic law
Islamic masala
Islamic prophet
Islamic mohamed
islam uislamu
Islam Uislamu
island kisiwa
islands visiwa
Israeli lsiraeli
Israeli Mwisraeli
Israel Israeli
Israelis Waisraeli
Israeli wayahudi
issues mambo
issues maswala
issue suala
issue swala
-ist -isti
-ist m-
-ist mwana-
Italian Kiitalia
Italian Kiitaliano
Italian Mwitali
Italian Mwitalia
Italian Mwitaliano
Italian Republic
Italian Jamhuri
Italian ya
Italian Italia
Italians Waitaliano
Italy Italia
Italy Uitali
item kifaa
item vifaa
-ity u-
Ivorean Mkodivaa
Ivoreans Wakodivaa
Ivorian Kikodivaa
Ivorian Mkodivaa
Ivory Coast
Ivory Kodivaa
ivy lablabu
ivy mwefeu
I want
I to
I go
I to
I the
I toilet
I nataka
I kwenda
I msalani
jackal mbweha
jacket jaketi
jacket kabuti
jackets majaketi
jackfruit fenesi
jackfruit mfenesi
jack ghulamu
jack mzungu
jack wa
jack tatu
Jacob Yaakub
jade rangi
jade ya
jade yakuti
jade kijani
jade yakuti
jade kijani
jaggery sukari
jaggery nguuru
jaguar jagwa
jail gereza
jail jela
Jamaica Jamaika
Jamaican Kijamaika
Jamaican Mjamaika
Jamaicans Wajamaika
jambul zambarau
jam jemu
jam msongamano
jams misongamano
January januari
January Januari
Japanese kijapani
Japanese Kijapani
Japanese language
Japanese kijapani
